timestamp,value
1719776208361,14163525632
1719776208362,14163525632
1719776208363,14163525632
1719776208364,14163525632
1719776208366,14163525632
1719776208367,14163525632
1719776208368,14163525632
1719776208369,14163525632
1719776208371,14163525632
1719776208372,14163525632
1719776208373,14163525632
1719776208374,14163525632
1719776208376,14163525632
1719776208377,14163525632
1719776208378,14163525632
1719776208379,14163525632
1719776208381,14163525632
1719776208382,14163525632
1719776208383,14163525632
1719776208385,14163525632
1719776208386,14163525632
1719776208387,14163525632
1719776208388,14163525632
1719776208390,14163525632
1719776208391,14163525632
1719776208392,14163525632
1719776208393,14163525632
1719776208395,14163525632
1719776208396,14163525632
1719776208397,14163525632
1719776208398,14163525632
1719776208400,14163525632
1719776208401,14163525632
1719776208402,14163525632
1719776208403,14163525632
1719776208405,14163525632
1719776208406,14163525632
1719776208407,14163525632
1719776208409,14163525632
1719776208410,14163525632
1719776208411,14163525632
1719776208412,14163525632
1719776208414,14163525632
1719776208415,14163525632
1719776208416,14163525632
1719776208417,14163525632
1719776208419,14163525632
1719776208420,14163525632
1719776208421,14163525632
1719776208422,14163525632
1719776208424,14163525632
1719776208425,14163525632
1719776208426,14163525632
1719776208427,14163525632
1719776208429,14163525632
1719776208430,14163525632
1719776208431,14163525632
1719776208433,14163525632
1719776208434,14163525632
1719776208435,14163525632
1719776208436,14163525632
1719776208438,14163525632
1719776208439,14163525632
1719776208440,14163525632
1719776208441,14163525632
1719776208443,14163525632
1719776208444,14163525632
1719776208445,14163525632
1719776208446,14163525632
1719776208448,14163525632
1719776208449,14163525632
1719776208450,14163525632
1719776208452,14163525632
1719776208453,14163525632
1719776208454,14163525632
1719776208455,14163525632
1719776208457,14163525632
1719776208458,14163525632
1719776208459,14163525632
1719776208460,14163525632
1719776208462,14163525632
1719776208463,14163525632
1719776208464,14163525632
1719776208466,14163525632
1719776208467,14163525632
1719776208468,14163525632
1719776208469,14163525632
1719776208471,14163525632
1719776208472,14163525632
1719776208473,14163525632
1719776208474,14163525632
1719776208476,14163525632
1719776208477,14163525632
1719776208478,14163525632
1719776208479,14163525632
1719776208481,14163525632
1719776208482,14163525632
1719776208483,14163525632
1719776208485,14163525632
1719776208486,14163525632
1719776208487,14163525632
1719776208488,14163525632
1719776208490,14163525632
1719776208491,14163525632
1719776208492,14163525632
1719776208493,14163525632
1719776208495,14163525632
1719776208496,14163525632
1719776208497,14163525632
1719776208498,14163525632
1719776208500,14163525632
1719776208501,14163525632
1719776208502,14163525632
1719776208504,14163525632
1719776208505,14163525632
1719776208506,14163525632
1719776208507,14163525632
1719776208509,14163525632
1719776208510,14163525632
1719776208511,14163525632
1719776208512,14163525632
1719776208514,14163525632
1719776208515,14163525632
1719776208516,14163525632
1719776208518,14163525632
1719776208519,14163525632
1719776208520,14163525632
1719776208521,14163525632
1719776208523,14163525632
1719776208524,14163525632
1719776208525,14163525632
1719776208527,14163525632
1719776208528,14163525632
1719776208529,14163525632
1719776208530,14163525632
1719776208533,14163525632
1719776208534,14163525632
1719776208536,14163525632
1719776208537,14163525632
1719776208538,14163525632
1719776208540,14163525632
1719776208541,14163525632
1719776208542,14163525632
1719776208543,14163525632
1719776208545,14163525632
1719776208546,14163525632
1719776208547,14163525632
1719776208549,14163525632
1719776208550,14163525632
1719776208551,14163525632
1719776208552,14163525632
1719776208554,14163525632
1719776208555,14163525632
1719776208556,14163525632
1719776208558,14163525632
1719776208559,14163525632
1719776208560,14163525632
1719776208562,14163525632
1719776208563,14163525632
1719776208564,14163525632
1719776208566,14163525632
1719776208567,14163525632
1719776208568,14163525632
1719776208569,14163525632
1719776208571,14163525632
1719776208572,14163525632
1719776208573,14163525632
1719776208575,14163525632
1719776208576,14163525632
1719776208577,14163525632
1719776208579,14163525632
1719776208580,14163525632
1719776208581,14163525632
1719776208583,14163525632
1719776208584,14163525632
1719776208586,14163525632
1719776208590,14163525632
1719776208592,14163525632
1719776208593,14163525632
1719776208594,14163525632
1719776208595,14163525632
1719776208597,14163525632
1719776208598,14163525632
1719776208599,14163525632
1719776208600,14163525632
1719776208602,14163525632
1719776208603,14163525632
1719776208604,14163525632
1719776208606,14163525632
1719776208607,14163525632
1719776208608,14163525632
1719776208610,14163525632
1719776208611,14163525632
1719776208612,14163525632
1719776208613,14163525632
1719776208615,14163525632
1719776208616,14163525632
1719776208617,14163525632
1719776208619,14163525632
1719776208620,14163525632
1719776208621,14163525632
1719776208622,14163525632
1719776208624,14163525632
1719776208625,14163525632
1719776208626,14163525632
1719776208628,14163525632
1719776208629,14163525632
1719776208630,14163525632
1719776208631,14163525632
1719776208633,14163525632
1719776208634,14163525632
1719776208635,14163525632
1719776208637,14163525632
1719776208638,14163525632
1719776208639,14163525632
1719776208640,14163525632
1719776208642,14163525632
1719776208643,14163525632
1719776208644,14163525632
1719776208646,14163525632
1719776208647,14163525632
1719776208648,14163525632
1719776208649,14163525632
1719776208651,14163525632
1719776208652,14163525632
1719776208653,14163525632
1719776208655,14163525632
1719776208656,14163525632
1719776208659,14163525632
1719776208660,14163525632
1719776208661,14163525632
1719776208663,14163525632
1719776208664,14163525632
1719776208665,14163525632
1719776208667,14163525632
1719776208668,14163525632
1719776208669,14163525632
1719776208670,14163525632
1719776208672,14163525632
1719776208673,14163525632
1719776208674,14163525632
1719776208675,14163525632
1719776208677,14163525632
1719776208678,14163525632
1719776208679,14163525632
1719776208681,14163525632
1719776208682,14163525632
1719776208683,14163525632
1719776208684,14163525632
1719776208686,14163525632
1719776208687,14163525632
1719776208688,14163525632
1719776208689,14163525632
1719776208691,14163525632
1719776208692,14163525632
1719776208693,14163525632
1719776208695,14163525632
1719776208696,14163525632
1719776208697,14163525632
1719776208698,14163525632
1719776208699,14163525632
1719776208701,14163525632
1719776208702,14163525632
1719776208703,14163525632
1719776208704,14163525632
1719776208706,14163525632
1719776208707,14163525632
1719776208708,14163525632
1719776208709,14163525632
1719776208711,14163525632
1719776208712,14163525632
1719776208713,14163525632
1719776208714,14163525632
1719776208716,14163525632
1719776208717,14163525632
1719776208718,14163525632
1719776208720,14163525632
1719776208721,14163525632
1719776208722,14163525632
1719776208723,14163525632
1719776208725,14163525632
1719776208726,14163525632
1719776208727,14163525632
1719776208729,14163525632
1719776208730,14163525632
1719776208731,14163525632
1719776208732,14163525632
1719776208734,14163525632
1719776208735,14163525632
1719776208736,14163525632
1719776208737,14163525632
1719776208739,14163525632
1719776208740,14163525632
1719776208741,14163525632
1719776208743,14163525632
1719776208744,14163525632
1719776208745,14163525632
1719776208746,14163525632
1719776208748,14163525632
1719776208749,14163525632
1719776208750,14163525632
1719776208752,14163525632
1719776208753,14163525632
1719776208754,14163525632
1719776208755,14163525632
1719776208757,14163525632
1719776208758,14163525632
1719776208759,14163525632
1719776208761,14163525632
1719776208762,14163525632
1719776208763,14163525632
1719776208764,14163525632
1719776208766,14163525632
1719776208767,14163525632
1719776208768,14163525632
1719776208770,14163525632
1719776208771,14163525632
1719776208772,14163525632
1719776208774,14163525632
1719776208775,14163525632
1719776208776,14163525632
1719776208777,14163525632
1719776208779,14163525632
1719776208780,14163525632
1719776208781,14163525632
1719776208782,14163525632
1719776208784,14163525632
1719776208785,14163525632
1719776208786,14163525632
1719776208788,14163525632
1719776208789,14163525632
1719776208790,14163525632
1719776208791,14163525632
1719776208793,14163525632
1719776208794,14163525632
1719776208795,14163525632
1719776208796,14163525632
1719776208798,14163525632
1719776208799,14163525632
1719776208800,14163525632
1719776208801,14163525632
1719776208803,14163525632
1719776208804,14163525632
1719776208805,14163525632
1719776208807,14163525632
1719776208808,14163525632
1719776208809,14163525632
1719776208810,14163525632
1719776208812,14163525632
1719776208813,14163525632
1719776208814,14163525632
1719776208816,14163525632
1719776208817,14163525632
1719776208818,14163525632
1719776208819,14163525632
1719776208821,14163525632
1719776208822,14163525632
1719776208823,14163525632
1719776208825,14163525632
1719776208826,14163525632
1719776208827,14163525632
1719776208828,14163525632
1719776208830,14163525632
1719776208832,14163525632
1719776208834,14163525632
1719776208835,14163525632
1719776208837,14163525632
1719776208838,14163525632
1719776208839,14163525632
1719776208840,14163525632
1719776208842,14163525632
1719776208843,14163525632
1719776208844,14163525632
1719776208845,14163525632
1719776208847,14163525632
1719776208848,14163525632
1719776208849,14163525632
1719776208851,14163525632
1719776208852,14163525632
1719776208853,14163525632
1719776208854,14163525632
1719776208856,14163525632
1719776208857,14163525632
1719776208858,14163525632
1719776208859,14163525632
1719776208861,14163525632
1719776208862,14163525632
1719776208863,14163525632
1719776208865,14163525632
1719776208866,14163525632
1719776208867,14163525632
1719776208868,14163525632
1719776208869,14163525632
1719776208871,14163525632
1719776208872,14163525632
1719776208873,14163525632
1719776208875,14163525632
1719776208876,14163525632
1719776208877,14163525632
1719776208879,14163525632
1719776208880,14163525632
1719776208881,14163525632
1719776208882,14163525632
1719776208884,14163525632
1719776208885,14163525632
1719776208886,14163525632
1719776208887,14163525632
1719776208889,14163525632
1719776208890,14163525632
1719776208891,14163525632
1719776208893,14163525632
1719776208894,14163525632
1719776208895,14163525632
1719776208896,14163525632
1719776208898,14163525632
1719776208899,14163525632
1719776208900,14163525632
1719776208901,14163525632
1719776208903,14163525632
1719776208904,14163525632
1719776208905,14163525632
1719776208907,14163525632
1719776208908,14163525632
1719776208909,14163525632
1719776208910,14163525632
1719776208911,14163525632
1719776208913,14163525632
1719776208914,14163525632
1719776208915,14163525632
1719776208917,14163525632
1719776208918,14163525632
1719776208920,14163525632
1719776208921,14163525632
1719776208923,14163525632
1719776208925,14163525632
1719776208926,14163525632
1719776208927,14163525632
1719776208929,14163525632
1719776208930,14163525632
1719776208932,14163525632
1719776208933,14163525632
1719776208934,14163525632
1719776208935,14163525632
1719776208936,14163525632
1719776208938,14163525632
1719776208940,14163525632
1719776208941,14163525632
1719776208942,14163525632
1719776208944,14163525632
1719776208945,14163525632
1719776208946,14163525632
1719776208948,14163525632
1719776208949,14163525632
1719776208950,14163525632
1719776208951,14163525632
1719776208953,14163525632
1719776208954,14163525632
1719776208956,14163525632
1719776208957,14163525632
1719776208958,14163525632
1719776208959,14163525632
1719776208961,14163525632
1719776208962,14163525632
1719776208963,14163525632
1719776208966,14163525632
1719776208967,14163525632
1719776208968,14163525632
1719776208970,14163525632
1719776208971,14163525632
1719776208972,14163525632
1719776208974,14163525632
1719776208975,14163525632
1719776208976,14163525632
1719776208977,14163525632
1719776208979,14163525632
1719776208980,14163525632
1719776208981,14163525632
1719776208983,14163525632
1719776208985,14163525632
1719776208986,14163525632
1719776208988,14163525632
1719776208989,14163525632
1719776208990,14163525632
1719776208992,14163525632
1719776208993,14163525632
1719776208994,14163525632
1719776208995,14163525632
1719776208997,14163525632
1719776208998,14163525632
1719776208999,14163525632
1719776209001,14163525632
1719776209004,14163525632
1719776209006,14163525632
1719776209009,14163525632
1719776209010,14163525632
1719776209011,14163525632
1719776209019,14163525632
1719776209021,14163525632
1719776209022,14163525632
1719776209023,14163525632
1719776209025,14163525632
1719776209026,14163525632
1719776209027,14163525632
1719776209028,14163525632
1719776209030,14163525632
1719776209032,14163525632
1719776209033,14163525632
1719776209034,14163525632
1719776209035,14163525632
1719776209036,14163525632
1719776209038,14163525632
1719776209039,14163525632
1719776209040,14163525632
1719776209042,14163525632
1719776209043,14163525632
1719776209044,14163525632
1719776209045,14163525632
1719776209047,14163525632
1719776209048,14163525632
1719776209049,14163525632
1719776209050,14163525632
1719776209051,14163525632
1719776209053,14163525632
1719776209054,14163525632
1719776209055,14163525632
1719776209057,14163525632
1719776209058,14163525632
1719776209059,14163525632
1719776209060,14163525632
1719776209061,14163525632
1719776209063,14163525632
1719776209064,14163525632
1719776209065,14163525632
1719776209067,14163525632
1719776209068,14163525632
1719776209069,14163525632
1719776209070,14163525632
1719776209072,14163525632
1719776209073,14163525632
1719776209074,14163525632
1719776209076,14163525632
1719776209077,14163525632
1719776209078,14163525632
1719776209080,14163525632
1719776209081,14163525632
1719776209082,14163525632
1719776209084,14163525632
1719776209085,14163525632
1719776209086,14163525632
1719776209087,14163525632
1719776209089,14163525632
1719776209090,14163525632
1719776209091,14163525632
1719776209092,14163525632
1719776209094,14163525632
1719776209095,14163525632
1719776209096,14163525632
1719776209097,14163525632
1719776209099,14163525632
1719776209100,14163525632
1719776209101,14163525632
1719776209103,14163525632
1719776209104,14163525632
1719776209105,14163525632
1719776209106,14163525632
1719776209108,14163525632
1719776209109,14163525632
1719776209110,14163525632
1719776209111,14163525632
1719776209113,14163525632
1719776209114,14163525632
1719776209115,14163525632
1719776209116,14163525632
1719776209118,14163525632
1719776209119,14163525632
1719776209120,14163525632
1719776209122,14163525632
1719776209123,14163525632
1719776209124,14163525632
1719776209125,14163525632
1719776209127,14163525632
1719776209128,14163525632
1719776209129,14163525632
1719776209131,14163525632
1719776209132,14163525632
1719776209133,14163525632
1719776209134,14163525632
1719776209136,14163525632
1719776209137,14163525632
1719776209139,14163525632
1719776209140,14163525632
1719776209141,14163525632
1719776209142,14163525632
1719776209144,14163525632
1719776209145,14163525632
1719776209146,14163525632
1719776209148,14163525632
1719776209150,14163525632
1719776209151,14163525632
1719776209152,14163525632
1719776209153,14163525632
1719776209155,14163525632
1719776209156,14163525632
1719776209158,14163525632
1719776209159,14163525632
1719776209160,14163525632
1719776209161,14163525632
1719776209163,14163525632
1719776209164,14163525632
1719776209166,14163525632
1719776209167,14163525632
1719776209168,14163525632
1719776209169,14163525632
1719776209171,14163525632
1719776209172,14163525632
1719776209173,14163525632
1719776209175,14163525632
1719776209176,14163525632
1719776209177,14163525632
1719776209179,14163525632
1719776209182,14163525632
1719776209185,14163525632
1719776209186,14163525632
1719776209187,14163525632
1719776209188,14163525632
1719776209190,14163525632
1719776209191,14163525632
1719776209192,14163525632
1719776209194,14163525632
1719776209195,14163525632
1719776209196,14163525632
1719776209197,14163525632
1719776209199,14163525632
1719776209200,14163525632
1719776209201,14163525632
1719776209202,14163525632
1719776209204,14163525632
1719776209205,14163525632
1719776209206,14163525632
1719776209208,14163525632
1719776209209,14163525632
1719776209211,14163525632
1719776209212,14163525632
1719776209213,14163525632
1719776209214,14163525632
1719776209216,14163525632
1719776209217,14163525632
1719776209218,14163525632
1719776209220,14163525632
1719776209221,14163525632
1719776209222,14163525632
1719776209223,14163525632
1719776209225,14163525632
1719776209226,14126727168
1719776209227,14126727168
1719776209229,14126727168
1719776209230,14126727168
1719776209231,14126743552
1719776209232,14126743552
1719776209234,14126743552
1719776209235,14126743552
1719776209236,14126743552
1719776209237,14126743552
1719776209239,14126743552
1719776209240,14126743552
1719776209241,14126743552
1719776209243,14126743552
1719776209244,14126743552
1719776209245,14126743552
1719776209246,14126743552
1719776209248,14126743552
1719776209249,14126743552
1719776209250,14126743552
1719776209252,14126743552
1719776209253,14126743552
1719776209254,14126743552
1719776209255,14126743552
1719776209257,14126743552
1719776209258,14126743552
1719776209259,14126743552
1719776209261,14126743552
1719776209262,14126743552
1719776209263,14126743552
1719776209264,14126743552
1719776209266,14126743552
1719776209267,14126743552
1719776209268,14126743552
1719776209270,14126743552
1719776209271,14126743552
1719776209272,14126743552
1719776209274,14126743552
1719776209275,14126743552
1719776209276,14126743552
1719776209278,14126743552
1719776209279,14126743552
1719776209280,14126743552
1719776209283,14126743552
1719776209284,14126743552
1719776209285,14126743552
1719776209287,14126743552
1719776209288,14126743552
1719776209289,14126743552
1719776209293,14126743552
1719776209294,14126743552
1719776209295,14126743552
1719776209296,14126743552
1719776209298,14126743552
1719776209299,14126743552
1719776209300,14126743552
1719776209302,14126743552
1719776209303,14126743552
1719776209304,14126743552
1719776209306,14126743552
1719776209307,14126743552
1719776209308,14126743552
1719776209309,14126743552
1719776209311,14126743552
1719776209312,14126743552
1719776209313,14126743552
1719776209315,14126743552
1719776209316,14126743552
1719776209317,14126743552
1719776209318,14126743552
1719776209320,14126743552
1719776209321,14126743552
1719776209322,14126743552
1719776209323,14126743552
1719776209325,14126743552
1719776209326,14126743552
1719776209327,14126743552
1719776209329,14126743552
1719776209330,14126743552
1719776209331,14126743552
1719776209332,14126743552
1719776209334,14126743552
1719776209335,14126743552
1719776209336,14126743552
1719776209337,14126743552
1719776209339,14126743552
1719776209340,14126743552
1719776209341,14126743552
1719776209343,14126743552
1719776209344,14126743552
1719776209345,14126743552
1719776209346,14126743552
1719776209348,14126743552
1719776209349,14126743552
1719776209350,14126743552
1719776209352,14126743552
1719776209353,14126743552
1719776209354,14126743552
1719776209355,14126743552
1719776209357,14126743552
1719776209358,14126743552
1719776209359,14126743552
1719776209361,14126743552
1719776209362,14126743552
1719776209363,14126743552
1719776209364,14126743552
1719776209366,14126743552
1719776209367,14126743552
1719776209368,14126743552
1719776209370,14126743552
1719776209371,14126743552
1719776209373,14126743552
1719776209374,14126743552
1719776209376,14126743552
1719776209377,14126743552
1719776209378,14126743552
1719776209379,14126743552
1719776209381,14126743552
1719776209383,14126743552
1719776209384,14126743552
1719776209385,14126743552
1719776209387,14126743552
1719776209388,14126743552
1719776209389,14126743552
1719776209391,14126743552
1719776209392,14126743552
1719776209393,14126743552
1719776209394,14126743552
1719776209396,14126743552
1719776209397,14126743552
1719776209398,14126743552
1719776209399,14126743552
1719776209401,14126743552
1719776209402,14126743552
1719776209403,14126743552
1719776209405,14126743552
1719776209406,14126743552
1719776209407,14126743552
1719776209408,14126743552
1719776209410,14126743552
1719776209411,14126743552
1719776209412,14126743552
1719776209413,14126743552
1719776209415,14126743552
1719776209416,14126743552
1719776209417,14126743552
1719776209418,14126743552
1719776209420,14126743552
1719776209421,14126743552
1719776209422,14126743552
1719776209423,14126743552
1719776209425,14126743552
1719776209426,14126743552
1719776209427,14126743552
1719776209429,14126743552
1719776209430,14126743552
1719776209431,14126743552
1719776209432,14126743552
1719776209434,14126743552
1719776209435,14126743552
1719776209436,14126743552
1719776209437,14126743552
1719776209439,14126743552
1719776209440,14126743552
1719776209441,14126743552
1719776209442,14126743552
1719776209444,14126743552
1719776209445,14126743552
1719776209446,14126743552
1719776209447,14126743552
1719776209449,14126743552
1719776209450,14126743552
1719776209451,14126743552
1719776209453,14126743552
1719776209454,14126743552
1719776209455,14126743552
1719776209456,14126743552
1719776209458,14126743552
1719776209459,14126743552
1719776209460,14126743552
1719776209461,14126743552
1719776209463,14126743552
1719776209464,14126743552
1719776209465,14126743552
1719776209466,14126743552
1719776209468,14126743552
1719776209469,14126743552
1719776209470,14126743552
1719776209472,14126743552
1719776209473,14126743552
1719776209474,14126743552
1719776209475,14126743552
1719776209477,14126743552
1719776209478,14126743552
1719776209479,14126743552
1719776209480,14126743552
1719776209482,14126743552
1719776209483,14126743552
1719776209484,14126743552
1719776209485,14126743552
1719776209487,14126743552
1719776209488,14126743552
1719776209489,14126743552
1719776209491,14126743552
1719776209492,14126743552
1719776209493,14126743552
1719776209494,14126743552
1719776209496,14126743552
1719776209497,14126743552
1719776209498,14126743552
1719776209499,14126743552
1719776209501,14126743552
1719776209502,14126743552
1719776209503,14126743552
1719776209504,14126743552
1719776209506,14126743552
1719776209507,14126743552
1719776209508,14126743552
1719776209510,14126743552
1719776209511,14126743552
1719776209512,14126743552
1719776209513,14126743552
1719776209515,14126743552
1719776209516,14126743552
1719776209517,14126743552
1719776209518,14126743552
1719776209520,14126743552
1719776209521,14126743552
1719776209522,14126743552
1719776209524,14126743552
1719776209525,14126743552
1719776209526,14126743552
1719776209527,14126743552
1719776209529,14126743552
1719776209530,14126743552
1719776209531,14126743552
1719776209533,14126743552
1719776209534,14126743552
1719776209535,14126743552
1719776209536,14126743552
1719776209538,14126743552
1719776209539,14126743552
1719776209540,14126743552
1719776209542,14126743552
1719776209543,14126743552
1719776209545,14126743552
1719776209546,14126743552
1719776209547,14126743552
1719776209549,14126743552
1719776209550,14126743552
1719776209551,14126743552
1719776209553,14126743552
1719776209554,14126743552
1719776209555,14126743552
1719776209557,14126743552
1719776209558,14126743552
1719776209560,14126743552
1719776209561,14126743552
1719776209563,14126743552
1719776209565,14126743552
1719776209566,14126743552
1719776209567,14126743552
1719776209569,14126743552
1719776209570,14126743552
1719776209571,14126743552
1719776209572,14126743552
1719776209574,14126743552
1719776209575,14126743552
1719776209576,14126743552
1719776209578,14126743552
1719776209579,14126743552
1719776209581,14126743552
1719776209582,14126743552
1719776209583,14126743552
1719776209585,14126743552
1719776209586,14126743552
1719776209587,14126743552
1719776209589,14126743552
1719776209590,14126743552
1719776209591,14126743552
1719776209593,14126743552
1719776209594,14126743552
1719776209596,14126743552
1719776209597,14126743552
1719776209598,14126743552
1719776209599,14126743552
1719776209601,14126743552
1719776209602,14126743552
1719776209603,14126743552
1719776209605,14126743552
1719776209606,14126743552
1719776209607,14126743552
1719776209609,14126743552
1719776209610,14126743552
1719776209612,14126743552
1719776209613,14126743552
1719776209615,14126743552
1719776209616,14126743552
1719776209617,14126743552
1719776209619,14126743552
1719776209620,14126743552
1719776209621,14126743552
1719776209622,14126743552
1719776209624,14126743552
1719776209625,14126743552
1719776209627,14126743552
1719776209628,14126743552
1719776209629,14126743552
1719776209630,14126743552
1719776209632,14126743552
1719776209634,14126743552
1719776209635,14126743552
1719776209636,14126743552
1719776209639,14126743552
1719776209640,14126743552
1719776209641,14126743552
1719776209643,14126743552
1719776209644,14126743552
1719776209645,14126743552
1719776209647,14126743552
1719776209648,14126743552
1719776209649,14126743552
1719776209651,14126743552
1719776209652,14126743552
1719776209653,14126743552
1719776209654,14126743552
1719776209656,14126743552
1719776209657,14126743552
1719776209658,14126743552
1719776209660,14126743552
1719776209661,14126743552
1719776209662,14126743552
1719776209663,14126743552
1719776209665,14126743552
1719776209666,14126743552
1719776209667,14126743552
1719776209669,14126743552
1719776209670,14126743552
1719776209671,14126743552
1719776209673,14126743552
1719776209674,14126743552
1719776209675,14126743552
1719776209676,14126743552
1719776209678,14126743552
1719776209679,14126743552
1719776209680,14126743552
1719776209682,14126743552
1719776209684,14126743552
1719776209685,14126743552
1719776209686,14126743552
1719776209688,14126743552
1719776209689,14126743552
1719776209691,14126743552
1719776209692,14126743552
1719776209693,14126743552
1719776209695,14126743552
1719776209696,14126743552
1719776209697,14126743552
1719776209699,14126743552
1719776209700,14126743552
1719776209701,14126743552
1719776209702,14126743552
1719776209704,14126743552
1719776209705,14126743552
1719776209706,14126743552
1719776209707,14126743552
1719776209709,14126743552
1719776209710,14126743552
1719776209711,14126743552
1719776209713,14126743552
1719776209714,14126743552
1719776209715,14126743552
1719776209716,14126743552
1719776209718,14126743552
1719776209719,14126743552
1719776209720,14126743552
1719776209721,14126743552
1719776209723,14126743552
1719776209724,14126743552
1719776209725,14126743552
1719776209726,14126743552
1719776209728,14126743552
1719776209729,14126743552
1719776209730,14126743552
1719776209731,14126743552
1719776209733,14126743552
1719776209734,14126743552
1719776209735,14126743552
1719776209737,14126743552
1719776209738,14126743552
1719776209739,14126743552
1719776209740,14126743552
1719776209742,14126743552
1719776209743,14126743552
1719776209744,14126743552
1719776209745,14126743552
1719776209747,14126743552
1719776209748,14126743552
1719776209749,14126743552
1719776209750,14126743552
1719776209752,14126743552
1719776209753,14126743552
1719776209754,14126743552
1719776209756,14126743552
1719776209757,14126743552
1719776209758,14126743552
1719776209759,14126743552
1719776209761,14126743552
1719776209762,14126743552
1719776209763,14126743552
1719776209764,14126743552
1719776209766,14126743552
1719776209767,14126743552
1719776209768,14126743552
1719776209769,14126743552
1719776209771,14126743552
1719776209772,14126743552
1719776209773,14126743552
1719776209775,14126743552
1719776209776,14126743552
1719776209777,14126743552
1719776209778,14126743552
1719776209780,14126743552
1719776209781,14126743552
1719776209782,14126743552
1719776209783,14126743552
1719776209785,14126743552
1719776209786,14126743552
1719776209787,14126743552
1719776209789,14126743552
1719776209790,14126743552
1719776209791,14126743552
1719776209792,14126743552
1719776209794,14126743552
1719776209795,14126743552
1719776209796,14126743552
1719776209798,14126743552
1719776209799,14126743552
1719776209800,14126743552
1719776209802,14126743552
1719776209803,14126743552
1719776209804,14126743552
1719776209805,14126743552
1719776209807,14126743552
1719776209808,14126743552
1719776209809,14126743552
1719776209811,14126743552
1719776209812,14126743552
1719776209813,14126743552
1719776209814,14126743552
1719776209816,14126743552
1719776209817,14126743552
1719776209818,14126743552
1719776209820,14126743552
1719776209821,14126743552
1719776209822,14126743552
1719776209823,14126743552
1719776209825,14126743552
1719776209826,14126743552
1719776209827,14126743552
1719776209829,14126743552
1719776209830,14126743552
1719776209835,14126743552
1719776209836,14126743552
1719776209837,14126743552
1719776209839,14126743552
1719776209840,14126743552
1719776209841,14126743552
1719776209842,14126743552
1719776209844,14126743552
1719776209845,14126743552
1719776209846,14126743552
1719776209847,14126743552
1719776209849,14126743552
1719776209850,14126743552
1719776209852,14126743552
1719776209853,14126743552
1719776209855,14126743552
1719776209856,14126743552
1719776209857,14126743552
1719776209859,14126743552
1719776209860,14126743552
1719776209861,14126743552
1719776209862,14126743552
1719776209864,14126743552
1719776209865,14126743552
1719776209866,14126743552
1719776209867,14126743552
1719776209869,14126743552
1719776209870,14126743552
1719776209871,14126743552
1719776209873,14126743552
1719776209874,14126743552
1719776209875,14126743552
1719776209877,14126743552
1719776209878,14126743552
1719776209879,14126743552
1719776209880,14126743552
1719776209882,14126743552
1719776209884,14126743552
1719776209885,14126743552
1719776209886,14126743552
1719776209887,14126743552
1719776209889,14126743552
1719776209890,14126743552
1719776209892,14126743552
1719776209893,14126743552
1719776209894,14126743552
1719776209896,14126743552
1719776209897,14126743552
1719776209898,14126743552
